District code,District name,Category,Student group,2021-2022 student count - year to date,2021-2022 attendance rate - year to date,2020-2021 student count,2020-2021 attendance rate,2019-2020 student count,2019-2020 attendance rate,Reporting period,Date update
0580011,Griswold School District,Race/Ethnicity,White,1227,0.9267,1276,0.9442,1304,0.9479,June 2022,07/22/2022
0580011,Griswold School District,High Needs,Students Without High Needs,706,0.9444,692,0.9713,752,0.9622,June 2022,07/22/2022
0580011,Griswold School District,High Needs,Students With High Needs,901,0.9086,912,0.9217,931,0.9329,June 2022,07/22/2022
0590011,Groton School District,,All Students,4560,0.9144,3799,0.8721,4009,0.9445,June 2022,07/22/2022
0590011,Groton School District,Students With Disabilities,Students With Disabilities,748,0.8931,658,0.8299,713,0.9239,June 2022,07/22/2022
0590011,Groton School District,Free/Reduced Lunch,Free Meal Eligible,1499,0.8919,1535,0.8145,1521,0.9304,June 2022,07/22/2022
0590011,Groton School District,Free/Reduced Lunch,Reduced Price Meal Eligible,498,0.9218,465,0.8722,411,0.9425,June 2022,07/22/2022
0590011,Groton School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,1997,0.8993,2000,0.8279,1932,0.933,June 2022,07/22/2022
0590011,Groton School District,English Learners,English Learners,176,0.9117,137,0.8395,168,0.9326,June 2022,07/22/2022
0590011,Groton School District,Race/Ethnicity,All other races,840,0.914,709,0.8766,691,0.9451,June 2022,07/22/2022
0590011,Groton School District,Race/Ethnicity,Black or African American,304,0.9074,286,0.8266,322,0.9432,June 2022,07/22/2022
0590011,Groton School District,Race/Ethnicity,Hispanic/Latino of any race,1076,0.9006,894,0.8202,906,0.9357,June 2022,07/22/2022
0590011,Groton School District,Race/Ethnicity,White,2340,0.9225,1910,0.9012,2090,0.9483,June 2022,07/22/2022
0590011,Groton School District,High Needs,Students Without High Needs,2001,0.9326,1458,0.9272,1773,0.9571,June 2022,07/22/2022
0590011,Groton School District,High Needs,Students With High Needs,2355,0.9014,2223,0.8368,2236,0.9343,June 2022,07/22/2022
0600011,Guilford School District,,All Students,3108,0.9372,3099,0.972,3232,0.9576,June 2022,07/22/2022
0600011,Guilford School District,Students With Disabilities,Students With Disabilities,380,0.9161,365,0.9524,383,0.945,June 2022,07/22/2022
0600011,Guilford School District,Free/Reduced Lunch,Free Meal Eligible,263,0.9101,295,0.9535,330,0.9425,June 2022,07/22/2022
0600011,Guilford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,109,0.9141,99,0.9571,96,0.9513,June 2022,07/22/2022
0600011,Guilford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,372,0.9113,394,0.9544,426,0.9445,June 2022,07/22/2022
0600011,Guilford School District,English Learners,English Learners,45,0.9488,57,0.9761,69,0.9554,June 2022,07/22/2022
0600011,Guilford School District,Race/Ethnicity,All other races,322,0.9477,294,0.9784,281,0.9632,June 2022,07/22/2022
0600011,Guilford School District,Race/Ethnicity,Black or African American,37,0.9264,39,0.976,34,0.9531,June 2022,07/22/2022
0600011,Guilford School District,Race/Ethnicity,Hispanic/Latino of any race,259,0.927,250,0.9676,245,0.9488,June 2022,07/22/2022
0600011,Guilford School District,Race/Ethnicity,White,2490,0.937,2516,0.9717,2672,0.9578,June 2022,07/22/2022
0600011,Guilford School District,High Needs,Students Without High Needs,2391,0.9428,2335,0.977,2466,0.9607,June 2022,07/22/2022
0600011,Guilford School District,High Needs,Students With High Needs,696,0.9179,721,0.9575,766,0.9472,June 2022,07/22/2022
0620011,Hamden School District,,All Students,5392,0.8962,5273,0.8943,5339,0.9429,June 2022,07/22/2022
0620011,Hamden School District,Students With Disabilities,Students With Disabilities,900,0.8745,927,0.8413,967,0.9221,June 2022,07/22/2022
0620011,Hamden School District,Free/Reduced Lunch,Free Meal Eligible,1738,0.8728,1827,0.8473,2185,0.9285,June 2022,07/22/2022
0620011,Hamden School District,Free/Reduced Lunch,Reduced Price Meal Eligible,391,0.908,458,0.9006,364,0.9516,June 2022,07/22/2022
0620011,Hamden School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,2129,0.8792,2285,0.8581,2549,0.9319,June 2022,07/22/2022
0620011,Hamden School District,English Learners,English Learners,340,0.9111,308,0.8925,368,0.9409,June 2022,07/22/2022
0620011,Hamden School District,Race/Ethnicity,All other races,686,0.9165,680,0.9262,699,0.9539,June 2022,07/22/2022
0620011,Hamden School District,Race/Ethnicity,Black or African American,1718,0.8871,1638,0.8654,1650,0.9418,June 2022,07/22/2022
0620011,Hamden School District,Race/Ethnicity,Hispanic/Latino of any race,1358,0.8826,1235,0.8749,1174,0.9325,June 2022,07/22/2022
0620011,Hamden School District,Race/Ethnicity,White,1630,0.9085,1720,0.9225,1816,0.9462,June 2022,07/22/2022
0620011,Hamden School District,High Needs,Students Without High Needs,2524,0.9135,2393,0.931,2293,0.9558,June 2022,07/22/2022
0620011,Hamden School District,High Needs,Students With High Needs,2693,0.8813,2763,0.8638,3046,0.9329,June 2022,07/22/2022
0630011,Hampton School District,,All Students,63,0.9111,58,0.9452,76,0.9535,June 2022,07/22/2022
0630011,Hampton School District,Race/Ethnicity,White,56,0.9089,53,0.9422,68,0.9511,June 2022,07/22/2022
0630011,Hampton School District,High Needs,Students Without High Needs,32,0.9222,29,0.9634,34,0.9637,June 2022,07/22/2022
0630011,Hampton School District,High Needs,Students With High Needs,29,0.8977,28,0.9268,42,0.9449,June 2022,07/22/2022
0640011,Hartford School District,,All Students,16371,0.8564,15785,0.8325,17344,0.9082,June 2022,07/22/2022
0640011,Hartford School District,Homelessness,Students Experiencing Homelessness,107,0.7986,28,0.7847,437,0.8454,June 2022,07/22/2022
0640011,Hartford School District,Students With Disabilities,Students With Disabilities,3227,0.8147,3160,0.7792,3614,0.8701,June 2022,07/22/2022
0640011,Hartford School District,Free/Reduced Lunch,Free Meal Eligible,12011,0.842,12281,0.8122,14146,0.8994,June 2022,07/22/2022
0640011,Hartford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,434,0.9108,393,0.9119,415,0.9463,June 2022,07/22/2022
0640011,Hartford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,12445,0.8444,12674,0.8153,14561,0.9008,June 2022,07/22/2022
0640011,Hartford School District,English Learners,English Learners,3591,0.8484,3572,0.8088,4054,0.9003,June 2022,07/22/2022
0640011,Hartford School District,Race/Ethnicity,All other races,1033,0.8971,1031,0.9126,1023,0.9309,June 2022,07/22/2022
0640011,Hartford School District,Race/Ethnicity,Black or African American,4852,0.8694,4486,0.8374,5204,0.9152,June 2022,07/22/2022
0640011,Hartford School District,Race/Ethnicity,Hispanic/Latino of any race,9286,0.8389,9067,0.809,9632,0.8967,June 2022,07/22/2022
0640011,Hartford School District,Race/Ethnicity,White,1200,0.905,1201,0.921,1485,0.9407,June 2022,07/22/2022
0640011,Hartford School District,High Needs,Students Without High Needs,2305,0.9148,1972,0.9384,2075,0.953,June 2022,07/22/2022
0640011,Hartford School District,High Needs,Students With High Needs,13351,0.8469,13371,0.8185,15269,0.902,June 2022,07/22/2022
0650011,Hartland School District,,All Students,129,0.9383,144,0.9081,148,0.9545,June 2022,07/22/2022
0650011,Hartland School District,Students With Disabilities,Students With Disabilities,29,0.9267,32,0.8798,31,0.9533,June 2022,07/22/2022
0650011,Hartland School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,26,0.9317,26,0.8534,30,0.9489,June 2022,07/22/2022
0650011,Hartland School District,Race/Ethnicity,White,109,0.9385,122,0.9096,128,0.9542,June 2022,07/22/2022
0650011,Hartland School District,High Needs,Students Without High Needs,86,0.9442,93,0.9244,96,0.9587,June 2022,07/22/2022
0650011,Hartland School District,High Needs,Students With High Needs,43,0.9272,46,0.8733,52,0.9469,June 2022,07/22/2022
0670011,Hebron School District,,All Students,635,0.9527,599,0.9707,593,0.9585,June 2022,07/22/2022
0670011,Hebron School District,Students With Disabilities,Students With Disabilities,65,0.9502,67,0.9662,71,0.9494,June 2022,07/22/2022
0670011,Hebron School District,Free/Reduced Lunch,Free Meal Eligible,75,0.9448,74,0.9623,,,June 2022,07/22/2022
0670011,Hebron School District,Free/Reduced Lunch,Reduced Price Meal Eligible,28,0.9407,21,0.9595,,,June 2022,07/22/2022
0670011,Hebron School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,103,0.9437,95,0.9617,91,0.9488,June 2022,07/22/2022
0670011,Hebron School District,Race/Ethnicity,Hispanic/Latino of any race,35,0.9377,30,0.9461,23,0.9554,June 2022,07/22/2022
0670011,Hebron School District,Race/Ethnicity,White,563,0.9537,543,0.9719,544,0.9583,June 2022,07/22/2022
0670011,Hebron School District,High Needs,Students Without High Needs,476,0.9557,454,0.9729,452,0.9606,June 2022,07/22/2022
0670011,Hebron School District,High Needs,Students With High Needs,149,0.9462,142,0.9645,141,0.9519,June 2022,07/22/2022
0680011,Kent School District,,All Students,195,0.9455,189,0.9665,190,0.9565,June 2022,07/22/2022
0680011,Kent School District,Students With Disabilities,Students With Disabilities,21,0.9267,,,,,June 2022,07/22/2022
0680011,Kent School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,43,0.9193,40,0.9572,45,0.9479,June 2022,07/22/2022
0680011,Kent School District,Race/Ethnicity,White,166,0.9467,155,0.9671,159,0.9552,June 2022,07/22/2022
0680011,Kent School District,High Needs,Students Without High Needs,139,0.9537,136,0.9705,133,0.9593,June 2022,07/22/2022
0680011,Kent School District,High Needs,Students With High Needs,55,0.9244,51,0.9553,57,0.9498,June 2022,07/22/2022
0690011,Killingly School District,,All Students,2245,0.9093,2236,0.8966,2317,0.9378,June 2022,07/22/2022
0690011,Killingly School District,Students With Disabilities,Students With Disabilities,388,0.8849,357,0.8592,383,0.9154,June 2022,07/22/2022
0690011,Killingly School District,Free/Reduced Lunch,Free Meal Eligible,847,0.8825,841,0.8501,1031,0.9239,June 2022,07/22/2022
0690011,Killingly School District,Free/Reduced Lunch,Reduced Price Meal Eligible,149,0.9107,157,0.8901,168,0.9388,June 2022,07/22/2022
0690011,Killingly School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,996,0.8867,998,0.8565,1199,0.926,June 2022,07/22/2022
0690011,Killingly School District,English Learners,English Learners,60,0.9096,63,0.8847,59,0.9393,June 2022,07/22/2022
0690011,Killingly School District,Race/Ethnicity,All other races,214,0.9093,212,0.8825,213,0.9411,June 2022,07/22/2022
0690011,Killingly School District,Race/Ethnicity,Black or African American,35,0.9191,37,0.8824,51,0.9298,June 2022,07/22/2022
0690011,Killingly School District,Race/Ethnicity,Hispanic/Latino of any race,259,0.8855,222,0.8571,221,0.9245,June 2022,07/22/2022
0690011,Killingly School District,Race/Ethnicity,White,1737,0.9126,1765,0.9035,1832,0.9393,June 2022,07/22/2022
0690011,Killingly School District,High Needs,Students Without High Needs,1022,0.931,1025,0.9335,984,0.9528,June 2022,07/22/2022
0690011,Killingly School District,High Needs,Students With High Needs,1161,0.8914,1155,0.8647,1333,0.9266,June 2022,07/22/2022
0710011,Lebanon School District,,All Students,886,0.9386,898,0.9625,934,0.9534,June 2022,07/22/2022
0710011,Lebanon School District,Students With Disabilities,Students With Disabilities,146,0.9221,153,0.9384,166,0.9419,June 2022,07/22/2022
0710011,Lebanon School District,Free/Reduced Lunch,Free Meal Eligible,202,0.9227,210,0.9397,230,0.9409,June 2022,07/22/2022
0710011,Lebanon School District,Free/Reduced Lunch,Reduced Price Meal Eligible,40,0.9262,42,0.9621,60,0.9537,June 2022,07/22/2022
0710011,Lebanon School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,242,0.9233,252,0.9434,290,0.9436,June 2022,07/22/2022
0710011,Lebanon School District,Race/Ethnicity,Hispanic/Latino of any race,66,0.9362,61,0.9549,52,0.9534,June 2022,07/22/2022
0710011,Lebanon School District,Race/Ethnicity,White,776,0.9404,787,0.9639,831,0.9531,June 2022,07/22/2022
0710011,Lebanon School District,High Needs,Students Without High Needs,557,0.9464,543,0.972,553,0.9588,June 2022,07/22/2022
0710011,Lebanon School District,High Needs,Students With High Needs,324,0.9254,343,0.9489,381,0.9455,June 2022,07/22/2022
0720011,Ledyard School District,,All Students,2424,0.9117,2305,0.8464,2341,0.9527,June 2022,07/22/2022
0720011,Ledyard School District,Students With Disabilities,Students With Disabilities,406,0.8964,400,0.8283,445,0.9464,June 2022,07/22/2022
0720011,Ledyard School District,Free/Reduced Lunch,Free Meal Eligible,376,0.8859,470,0.8068,527,0.9404,June 2022,07/22/2022
0720011,Ledyard School District,Free/Reduced Lunch,Reduced Price Meal Eligible,117,0.8955,162,0.8261,177,0.9507,June 2022,07/22/2022
0720011,Ledyard School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,493,0.8881,632,0.8118,704,0.9431,June 2022,07/22/2022
0720011,Ledyard School District,English Learners,English Learners,37,0.9177,30,0.8752,37,0.9543,June 2022,07/22/2022
0720011,Ledyard School District,Race/Ethnicity,All other races,306,0.902,282,0.8239,279,0.9486,June 2022,07/22/2022
0720011,Ledyard School District,Race/Ethnicity,Black or African American,110,0.889,109,0.8414,125,0.9511,June 2022,07/22/2022
0720011,Ledyard School District,Race/Ethnicity,Hispanic/Latino of any race,283,0.8955,248,0.8389,260,0.95,June 2022,07/22/2022
0720011,Ledyard School District,Race/Ethnicity,White,1725,0.9174,1666,0.8516,1677,0.9539,June 2022,07/22/2022
0720011,Ledyard School District,High Needs,Students Without High Needs,1587,0.9209,1360,0.8638,1355,0.9585,June 2022,07/22/2022
0720011,Ledyard School District,High Needs,Students With High Needs,787,0.8937,891,0.8196,986,0.9447,June 2022,07/22/2022
0730011,Lisbon School District,,All Students,381,0.9206,397,0.9483,387,0.9601,June 2022,07/22/2022
0730011,Lisbon School District,Students With Disabilities,Students With Disabilities,62,0.9106,60,0.9359,60,0.946,June 2022,07/22/2022
0730011,Lisbon School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,132,0.9145,155,0.9391,143,0.956,June 2022,07/22/2022
0730011,Lisbon School District,Race/Ethnicity,Hispanic/Latino of any race,44,0.899,53,0.9277,44,0.9467,June 2022,07/22/2022
0730011,Lisbon School District,Race/Ethnicity,White,303,0.9234,304,0.951,302,0.962,June 2022,07/22/2022
0730011,Lisbon School District,High Needs,Students Without High Needs,203,0.9279,205,0.9542,215,0.9648,June 2022,07/22/2022
0730011,Lisbon School District,High Needs,Students With High Needs,168,0.9156,183,0.9418,172,0.954,June 2022,07/22/2022
0740011,Litchfield School District,,All Students,808,0.9299,805,0.9497,833,0.9586,June 2022,07/22/2022
0740011,Litchfield School District,Students With Disabilities,Students With Disabilities,141,0.8996,133,0.9344,142,0.9363,June 2022,07/22/2022
0740011,Litchfield School District,Free/Reduced Lunch,Free Meal Eligible,103,0.9088,115,0.9344,142,0.9491,June 2022,07/22/2022
0740011,Litchfield School District,Free/Reduced Lunch,Reduced Price Meal Eligible,28,0.9248,30,0.9476,46,0.9543,June 2022,07/22/2022
0740011,Litchfield School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,131,0.9122,145,0.9372,188,0.9504,June 2022,07/22/2022
0740011,Litchfield School District,Race/Ethnicity,Hispanic/Latino of any race,59,0.9107,50,0.9425,44,0.9482,June 2022,07/22/2022
0740011,Litchfield School District,Race/Ethnicity,White,706,0.9314,716,0.9506,748,0.9589,June 2022,07/22/2022
0740011,Litchfield School District,High Needs,Students Without High Needs,562,0.9369,545,0.954,547,0.9646,June 2022,07/22/2022
0740011,Litchfield School District,High Needs,Students With High Needs,240,0.913,248,0.9403,286,0.947,June 2022,07/22/2022
0760011,Madison School District,,All Students,2414,0.9593,2479,0.975,2584,0.9625,June 2022,07/22/2022
0760011,Madison School District,Students With Disabilities,Students With Disabilities,339,0.9527,362,0.9674,380,0.9592,June 2022,07/22/2022
0760011,Madison School District,Free/Reduced Lunch,Free Meal Eligible,66,0.939,66,0.9536,66,0.9498,June 2022,07/22/2022
0760011,Madison School District,Free/Reduced Lunch,Reduced Price Meal Eligible,23,0.9626,25,0.942,26,0.9586,June 2022,07/22/2022
0760011,Madison School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,89,0.9451,91,0.9503,92,0.9523,June 2022,07/22/2022
0760011,Madison School District,English Learners,English Learners,39,0.9575,34,0.9682,38,0.9583,June 2022,07/22/2022
0760011,Madison School District,Race/Ethnicity,All other races,183,0.9693,187,0.9796,211,0.9668,June 2022,07/22/2022
0760011,Madison School District,Race/Ethnicity,White,2058,0.9585,2130,0.9755,2230,0.962,June 2022,07/22/2022
0760011,Madison School District,High Needs,Students Without High Needs,1980,0.9605,2004,0.9769,2120,0.9632,June 2022,07/22/2022
0760011,Madison School District,High Needs,Students With High Needs,422,0.9537,444,0.9662,464,0.9593,June 2022,07/22/2022
0770011,Manchester School District,,All Students,6039,0.8854,5459,0.8884,6023,0.9325,June 2022,07/22/2022
0770011,Manchester School District,Students With Disabilities,Students With Disabilities,959,0.8446,882,0.8329,959,0.9103,June 2022,07/22/2022
0770011,Manchester School District,Free/Reduced Lunch,Free Meal Eligible,2922,0.8577,2747,0.8465,3311,0.9186,June 2022,07/22/2022
0770011,Manchester School District,Free/Reduced Lunch,Reduced Price Meal Eligible,497,0.9005,415,0.8963,423,0.9469,June 2022,07/22/2022
0770011,Manchester School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,3419,0.8639,3162,0.8532,3734,0.9219,June 2022,07/22/2022
0770011,Manchester School District,English Learners,English Learners,461,0.885,405,0.878,455,0.9195,June 2022,07/22/2022
0770011,Manchester School District,Race/Ethnicity,All other races,661,0.8982,605,0.9185,680,0.9348,June 2022,07/22/2022
0770011,Manchester School District,Race/Ethnicity,Black or African American,1492,0.8895,1359,0.8762,1514,0.9378,June 2022,07/22/2022
0770011,Manchester School District,Race/Ethnicity,Hispanic/Latino of any race,2011,0.8609,1721,0.8558,1777,0.9196,June 2022,07/22/2022
0770011,Manchester School District,Race/Ethnicity,White,1875,0.9034,1774,0.9181,2052,0.9389,June 2022,07/22/2022
0770011,Manchester School District,High Needs,Students Without High Needs,2050,0.9222,1789,0.945,1942,0.9509,June 2022,07/22/2022
0770011,Manchester School District,High Needs,Students With High Needs,3821,0.8672,3518,0.8596,4081,0.9236,June 2022,07/22/2022
0780011,Mansfield School District,,All Students,948,0.9356,978,0.9576,1075,0.9567,June 2022,07/22/2022
0780011,Mansfield School District,Students With Disabilities,Students With Disabilities,131,0.9099,118,0.938,138,0.947,June 2022,07/22/2022
0780011,Mansfield School District,Free/Reduced Lunch,Free Meal Eligible,232,0.9057,244,0.9289,302,0.9461,June 2022,07/22/2022
0780011,Mansfield School District,Free/Reduced Lunch,Reduced Price Meal Eligible,30,0.9474,55,0.9536,42,0.959,June 2022,07/22/2022
0780011,Mansfield School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,262,0.9105,299,0.9334,344,0.9477,June 2022,07/22/2022
0780011,Mansfield School District,English Learners,English Learners,47,0.9371,37,0.9584,63,0.9664,June 2022,07/22/2022
0780011,Mansfield School District,Race/Ethnicity,All other races,152,0.9567,165,0.9754,196,0.9652,June 2022,07/22/2022
0780011,Mansfield School District,Race/Ethnicity,Black or African American,32,0.9364,33,0.9307,31,0.9431,June 2022,07/22/2022
0780011,Mansfield School District,Race/Ethnicity,Hispanic/Latino of any race,150,0.9079,148,0.9265,144,0.9467,June 2022,07/22/2022
0780011,Mansfield School District,Race/Ethnicity,White,614,0.9371,632,0.9616,704,0.957,June 2022,07/22/2022
0780011,Mansfield School District,High Needs,Students Without High Needs,574,0.9478,587,0.9691,631,0.9608,June 2022,07/22/2022
0780011,Mansfield School District,High Needs,Students With High Needs,352,0.9165,373,0.9397,444,0.9506,June 2022,07/22/2022
0790011,Marlborough School District,,All Students,445,0.9462,434,0.954,427,0.9577,June 2022,07/22/2022
0790011,Marlborough School District,Students With Disabilities,Students With Disabilities,46,0.945,49,0.9467,55,0.9563,June 2022,07/22/2022
0790011,Marlborough School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,71,0.9365,64,0.9382,66,0.9536,June 2022,07/22/2022
0790011,Marlborough School District,Race/Ethnicity,Hispanic/Latino of any race,39,0.9435,29,0.9301,29,0.9631,June 2022,07/22/2022
0790011,Marlborough School District,Race/Ethnicity,White,382,0.9473,379,0.955,369,0.9571,June 2022,07/22/2022
0790011,Marlborough School District,High Needs,Students Without High Needs,334,0.948,323,0.9567,316,0.9582,June 2022,07/22/2022
0790011,Marlborough School District,High Needs,Students With High Needs,107,0.9396,106,0.9464,111,0.9564,June 2022,07/22/2022
0800011,Meriden School District,,All Students,8476,0.9112,8121,0.9288,8052,0.9457,June 2022,07/22/2022
0800011,Meriden School District,Students With Disabilities,Students With Disabilities,1663,0.8845,1555,0.8976,1630,0.9244,June 2022,07/22/2022
0800011,Meriden School District,Free/Reduced Lunch,Free Meal Eligible,5968,0.9028,5267,0.9168,5366,0.9379,June 2022,07/22/2022
0800011,Meriden School District,Free/Reduced Lunch,Reduced Price Meal Eligible,984,0.9311,837,0.9528,901,0.9588,June 2022,07/22/2022
0800011,Meriden School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,6952,0.9068,6104,0.9218,6267,0.941,June 2022,07/22/2022
0800011,Meriden School District,English Learners,English Learners,1394,0.906,1277,0.9242,1389,0.942,June 2022,07/22/2022
0800011,Meriden School District,Race/Ethnicity,All other races,543,0.9226,497,0.9448,516,0.9533,June 2022,07/22/2022
0800011,Meriden School District,Race/Ethnicity,Black or African American,956,0.9124,899,0.9295,841,0.9521,June 2022,07/22/2022
0800011,Meriden School District,Race/Ethnicity,Hispanic/Latino of any race,5035,0.9042,4752,0.9214,4663,0.9407,June 2022,07/22/2022
0800011,Meriden School District,Race/Ethnicity,White,1942,0.9255,1973,0.9421,2032,0.9526,June 2022,07/22/2022
0800011,Meriden School District,High Needs,Students Without High Needs,1023,0.9437,1472,0.9605,1433,0.9655,June 2022,07/22/2022
0800011,Meriden School District,High Needs,Students With High Needs,7250,0.9072,6466,0.9222,6619,0.9414,June 2022,07/22/2022
0830011,Middletown School District,,All Students,4346,0.8941,4308,0.9234,4488,0.9445,June 2022,07/22/2022
0830011,Middletown School District,Homelessness,Students Experiencing Homelessness,35,0.8319,29,0.7756,39,0.8761,June 2022,07/22/2022
0830011,Middletown School District,Students With Disabilities,Students With Disabilities,596,0.8606,583,0.8709,606,0.9248,June 2022,07/22/2022
0830011,Middletown School District,Free/Reduced Lunch,Free Meal Eligible,1394,0.867,1678,0.8805,1933,0.9303,June 2022,07/22/2022
0830011,Middletown School District,Free/Reduced Lunch,Reduced Price Meal Eligible,226,0.8798,267,0.9108,228,0.9497,June 2022,07/22/2022
0830011,Middletown School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,1620,0.8688,1945,0.8847,2161,0.9324,June 2022,07/22/2022
0830011,Middletown School District,English Learners,English Learners,189,0.8983,155,0.8974,183,0.9435,June 2022,07/22/2022
0830011,Middletown School District,Race/Ethnicity,All other races,703,0.9026,680,0.9317,635,0.9496,June 2022,07/22/2022
0830011,Middletown School District,Race/Ethnicity,Black or African American,954,0.8755,886,0.8907,907,0.9399,June 2022,07/22/2022
0830011,Middletown School District,Race/Ethnicity,Hispanic/Latino of any race,702,0.8701,786,0.8853,883,0.9299,June 2022,07/22/2022
0830011,Middletown School District,Race/Ethnicity,White,1987,0.9085,1956,0.9505,2063,0.9513,June 2022,07/22/2022
0830011,Middletown School District,High Needs,Students Without High Needs,2288,0.9132,2036,0.9617,2075,0.9577,June 2022,07/22/2022
0830011,Middletown School District,High Needs,Students With High Needs,1971,0.8728,2202,0.8884,2413,0.9331,June 2022,07/22/2022
0840011,Milford School District,,All Students,5204,0.9227,5274,0.9424,5395,0.95,June 2022,07/22/2022
0840011,Milford School District,Students With Disabilities,Students With Disabilities,784,0.8946,780,0.9112,817,0.9256,June 2022,07/22/2022
0840011,Milford School District,Free/Reduced Lunch,Free Meal Eligible,1113,0.9021,1205,0.9099,1292,0.9347,June 2022,07/22/2022
0840011,Milford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,282,0.9156,293,0.929,233,0.9516,June 2022,07/22/2022
0840011,Milford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,1395,0.9049,1498,0.9137,1525,0.9374,June 2022,07/22/2022
0840011,Milford School District,English Learners,English Learners,121,0.9341,124,0.9387,155,0.9446,June 2022,07/22/2022
0840011,Milford School District,Race/Ethnicity,All other races,658,0.9336,642,0.9536,651,0.9559,June 2022,07/22/2022
0840011,Milford School District,Race/Ethnicity,Black or African American,254,0.9136,252,0.9095,253,0.949,June 2022,07/22/2022
0840011,Milford School District,Race/Ethnicity,Hispanic/Latino of any race,768,0.9141,696,0.9328,666,0.9474,June 2022,07/22/2022
0840011,Milford School District,Race/Ethnicity,White,3524,0.9231,3684,0.9444,3825,0.9495,June 2022,07/22/2022
0840011,Milford School District,High Needs,Students Without High Needs,3201,0.933,3212,0.9578,3316,0.9588,June 2022,07/22/2022
0840011,Milford School District,High Needs,Students With High Needs,1920,0.9068,1991,0.9175,2079,0.9356,June 2022,07/22/2022
0850011,Monroe School District,,All Students,3319,0.9485,3188,0.9781,3128,0.961,June 2022,07/22/2022
0850011,Monroe School District,Students With Disabilities,Students With Disabilities,446,0.9363,396,0.967,405,0.9462,June 2022,07/22/2022
0850011,Monroe School District,Free/Reduced Lunch,Free Meal Eligible,262,0.9255,259,0.9576,279,0.9456,June 2022,07/22/2022
0850011,Monroe School District,Free/Reduced Lunch,Reduced Price Meal Eligible,75,0.9395,84,0.959,61,0.951,June 2022,07/22/2022
0850011,Monroe School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,337,0.9286,343,0.958,340,0.9466,June 2022,07/22/2022
0850011,Monroe School District,English Learners,English Learners,43,0.9514,37,0.9661,33,0.9615,June 2022,07/22/2022
0850011,Monroe School District,Race/Ethnicity,All other races,315,0.9532,305,0.9779,280,0.9675,June 2022,07/22/2022
0850011,Monroe School District,Race/Ethnicity,Black or African American,102,0.9588,76,0.9773,66,0.969,June 2022,07/22/2022
0850011,Monroe School District,Race/Ethnicity,Hispanic/Latino of any race,501,0.942,413,0.9746,353,0.9554,June 2022,07/22/2022
0850011,Monroe School District,Race/Ethnicity,White,2401,0.9488,2394,0.9787,2429,0.9609,June 2022,07/22/2022
0850011,Monroe School District,High Needs,Students Without High Needs,2545,0.9525,2450,0.9821,2432,0.9645,June 2022,07/22/2022
0850011,Monroe School District,High Needs,Students With High Needs,737,0.9351,695,0.9646,696,0.9488,June 2022,07/22/2022
0860011,Montville School District,,All Students,1970,0.9225,1934,0.9207,2007,0.9557,June 2022,07/22/2022
0860011,Montville School District,Students With Disabilities,Students With Disabilities,351,0.8799,325,0.8839,364,0.9418,June 2022,07/22/2022
0860011,Montville School District,Free/Reduced Lunch,Free Meal Eligible,648,0.8993,677,0.8809,749,0.9405,June 2022,07/22/2022
0860011,Montville School District,Free/Reduced Lunch,Reduced Price Meal Eligible,175,0.9284,197,0.9128,173,0.9607,June 2022,07/22/2022
0860011,Montville School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,823,0.9056,874,0.8882,922,0.9443,June 2022,07/22/2022
0860011,Montville School District,English Learners,English Learners,89,0.9306,91,0.9171,101,0.9651,June 2022,07/22/2022
0860011,Montville School District,Race/Ethnicity,All other races,389,0.9277,404,0.9272,422,0.964,June 2022,07/22/2022
0860011,Montville School District,Race/Ethnicity,Black or African American,86,0.9225,69,0.9041,66,0.9724,June 2022,07/22/2022
0860011,Montville School District,Race/Ethnicity,Hispanic/Latino of any race,296,0.914,266,0.9066,278,0.9488,June 2022,07/22/2022
0860011,Montville School District,Race/Ethnicity,White,1199,0.9229,1195,0.9225,1241,0.9536,June 2022,07/22/2022
